section,category,description,date,metric,value
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-19,Cumulative,10163
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-20,Cumulative,10457
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-21,Cumulative,10924
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-22,Cumulative,11319
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-23,Cumulative,12286
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-24,Cumulative,12996
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-25,Cumulative,13491
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-26,Cumulative,13922
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-27,Cumulative,14414
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-28,Cumulative,14847
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-29,Cumulative,15688
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-04-30,Cumulative,16142
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-01,Cumulative,16598
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-02,Cumulative,17005
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-03,Cumulative,17245
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-04,Cumulative,17610
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-05,Cumulative,18002
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-06,Cumulative,18445
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-07,Cumulative,18899
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-08,Cumulative,19448
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-09,Cumulative,19795
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-10,Cumulative,20010
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-11,Cumulative,20256
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-12,Cumulative,20551
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-13,Cumulative,20981
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-14,Cumulative,21387
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-15,Cumulative,21819
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-16,Cumulative,22152
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-17,Cumulative,22370
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-18,Cumulative,22639
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-19,Cumulative,22927
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-20,Cumulative,23293
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-21,Cumulative,23599
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-22,Cumulative,24048
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-23,Cumulative,24272
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-24,Cumulative,24541
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-25,Cumulative,24844
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-26,Cumulative,25044
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-27,Cumulative,25331
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-28,Cumulative,25673
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-29,Cumulative,26163
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-30,Cumulative,26463
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-05-31,Cumulative,26613
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-01,Cumulative,26821
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-02,Cumulative,27062
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-03,Cumulative,27363
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-04,Cumulative,27636
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-05,Cumulative,27866
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-06,Cumulative,28024
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-07,Cumulative,28167
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-08,Cumulative,28346
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-09,Cumulative,28475
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-10,Cumulative,28594
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-11,Cumulative,28828
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-12,Cumulative,29055
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-13,Cumulative,29171
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-14,Cumulative,29302
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-15,Cumulative,29441
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-16,Cumulative,29692
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-17,Cumulative,29939
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-18,Cumulative,30281
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-19,Cumulative,30459
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-20,Cumulative,30661
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-21,Cumulative,30801
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-22,Cumulative,30981
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-23,Cumulative,31238
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-24,Cumulative,31496
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-25,Cumulative,31817
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-26,Cumulative,32105
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-27,Cumulative,32390
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-28,Cumulative,32556
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-29,Cumulative,32773
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-06-30,Cumulative,33061
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-01,Cumulative,33454
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-02,Cumulative,33815
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-03,Cumulative,34108
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-04,Cumulative,34333
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-05,Cumulative,34516
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-06,Cumulative,34895
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-07,Cumulative,35245
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-08,Cumulative,35652
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-09,Cumulative,36279
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-10,Cumulative,36721
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-11,Cumulative,37092
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-12,Cumulative,37458
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-13,Cumulative,37877
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-14,Cumulative,38288
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-15,Cumulative,38879
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-16,Cumulative,39459
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-17,Cumulative,39972
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-18,Cumulative,40336
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-19,Cumulative,40761
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-20,Cumulative,41318
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-21,Cumulative,41934
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-22,Cumulative,42536
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-23,Cumulative,43243
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-24,Cumulative,44043
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-25,Cumulative,44613
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-26,Cumulative,44807
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-27,Cumulative,45675
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-28,Cumulative,46157
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-29,Cumulative,46612
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-30,Cumulative,47198
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-07-31,Cumulative,47738
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-01,Cumulative,48164
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-02,Cumulative,48410
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-03,Cumulative,48931
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-04,Cumulative,49477
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-05,Cumulative,49882
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-06,Cumulative,50313
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-07,Cumulative,50746
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-08,Cumulative,51034
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-09,Cumulative,51299
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-10,Cumulative,51588
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-11,Cumulative,51818
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-12,Cumulative,52262
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-13,Cumulative,52654
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-14,Cumulative,52928
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-15,Cumulative,53277
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-16,Cumulative,53442
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-17,Cumulative,53701
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-18,Cumulative,54007
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-19,Cumulative,54368
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-20,Cumulative,54761
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-21,Cumulative,55059
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-22,Cumulative,55323
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-23,Cumulative,55502
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-24,Cumulative,55795
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-25,Cumulative,56034
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-26,Cumulative,56391
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-27,Cumulative,56812
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-28,Cumulative,57119
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-29,Cumulative,57336
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-30,Cumulative,57518
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-08-31,Cumulative,57878
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-09-01,Cumulative,58108
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,2020-09-02,Cumulative,58414
